time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-11 00:00:00+00:00,34,12,0,0
2026-04-12 00:00:00+00:00,27,10,0,0
2026-04-13 00:00:00+00:00,23,7,0,0
2026-04-14 00:00:00+00:00,25,7,0,0
2026-04-15 00:00:00+00:00,16,7,0,0
2026-04-16 00:00:00+00:00,35,11,0,0
2026-04-17 00:00:00+00:00,26,9,0,0
2026-04-18 00:00:00+00:00,43,15,0,0
2026-04-19 00:00:00+00:00,12,7,0,0
2026-04-20 00:00:00+00:00,99,40,0,0
2026-04-21 00:00:00+00:00,138,48,1,1
2026-04-22 00:00:00+00:00,90,35,0,0
2026-04-23 00:00:00+00:00,79,29,0,0
2026-04-24 00:00:00+00:00,88,30,0,0
